Struct	d.	Sect.	Sub-Sect.	Latin	English (Lodge)
xx		4	2	paulus, -a, -um	little, small
x		4	2	rārus, -a, -um	wide apart, loose, thin (opp. to densus), close; (fig.) rare, seldom, etc.
x		4	2	nūllus, -a, -um	not any, no one, no
xx		4	2	ūllus, -a, -um	any, any one (reg. in clauses expressing or implying a negative)
x		4	2	ūnus, -a, -um	(card. num.) one
xx		4	2	ūnicus, -a, -um	sole, single, only
xx		4	2	singulī, -ae, -a	(distrib. num. adj.) one each
xx		4	2	sōlus, -a, -um	only, alone
xx		4	2	sōlitūdō, -inis, f.	loneliness, solitude
xx		4	2	prīmus, -a, -um	(ord. num.) first
xx		4	2	prior, prius	earlier, preceding, former
x		4	2	duo, duae, duo	(card. num.) two
xx		4	2	geminus, -a, -um	twin; twofold, double, two
x		4	2	trēs, tria	(card. num.) three
xx		4	2	ter	thrice
xx		4	2	tertius, -a, -um	(ord. num.) third
x		4	2	quārtus, -a, -um	(ord. num. adj.) fourth
x		4	2	quīnque (indecl.)	(card. num.) five
x		4	2	sex (indecl.)	(card. num.) six
x		4	2	septem (indecl.)	(card. num.) seven
x		4	2	octō (indecl.)	(card. num.) eight
x		4	2	novem (indecl.)	(card. num.) nine
x		4	2	decem (indecl.)	(card. num.) ten
x		4	2	centum (indecl.)	(card. num.) one hundred
// DN
x		4	2	mīlle (sg. indecl., pl. mīlia, -ium n.)	thousand (indecl. adj. in sing., subst. in plural)
x		4	3	ācer, ācris, ācre	sharp, piercing (always in fig. sense, and usually applied to men, although Cicero applies it also to supplicium)
xx		4	3	aciēs, -ēī, f.	(lit.) edge; line of battle (Caesar uses it once with oculorum, Cicero with auctoritatis; Vergil uses it alone of eyes, of sight, of sword. Otherwise the word is military)
x		4	3	firmus, -a, -um	strong, firm, solid; steadfast
xx		4	3	firmō, -āre, -āvī, -ātum	to make firm, strengthen
x		4	3	mollis, -e	soft, yielding, gentle (both lit. and fig.)
xx		4	3	lēnis, -e	soft, gentle, mild
xx		4	3	lentus, -a, -um	slow, sluggish, pliant
xx		4	3	mītis, -e	mild, gentle
xx		4	3	tener, -era, -erum	tender (in many senses)
x		4	3	plēnus, -a, -um	full
xx		4	3	compleō, -ēre, -ēvī, -ētum	to fill completely
xx		4	3	expleō, -ēre, -ēvī, -ētum	to fill out, complete
xx		4	3	impleō, -ēre, -ēvī, -ētum	to fill in, fill up (both lit. and fig.)
x		4	3	inānis, -e	empty, vacant; (fig.) unsubstantial, vain
xx		4	3	vānus, -a, -um	containing nothing, empty; (fig.) false, deceitful, etc.
xx		4	3	cavus, -a, -um	hollow; enveloping
x		4	3	dēnsus, -a, -um	thick, close, dense (opp. to rarus); (fig.) thick, murky; frequent
xx		4	3	crēber, -bra, -brum	thick, close, frequent
xx		4	3	frequēns, -entis	in a large number; often, repeated
x		4	3	liquidus, -a, -um	fluid, liquid; (fig.) limpid, clear, etc.
x		4	4	albus, -a, -um	dead white (opp. to niger)
xx		4	4	candidus, -a, -um	white, fair
x		4	4	niger, -gra, -grum	shining black (opp. to candidus)
xx		4	4	āter, ātra, ātrum	dead black, dark (opp. to albus); (fig.) gloomy, deadly
x		4	4	obscūrus, -a, -um	dark, dusky, obscure (both lit. and fig.)
x		4	4	purpureus, -a, -um	purple-colored, crimson, red; (fig.) bright
x		4	4	pulcher, -chra, -chrum	beautiful (both lit. and fig.)
x		4	4	pinguis, -e	fat; rich, fertile, richly-laden, etc.
x		4	4	nūdus, -a, -um	naked, bare
x		4	5	celsus, -a, -um	raised high, lofty
xx		4	5	sublīmis, -e	raised up, elevated, on high (in var. senses)
x		4	5	medius, -a, -um	mid, middle, central
x		4	5	plānus, -a, -um	level; clear
x		4	5	īnferus, -a, -um	low; (fig.) low, humble, mean
xx		4	5	īnfernus, -a, -um	that which is below, infernal
x		4	5	humilis, -e	(lit.) on the ground; low; obscure, humble
x		4	5	profundus, -a, -um	deep; (more rarely) high; profound, abysmal, etc.
x		4	5	extrēmus, -a, -um	outermost, farthest, last, extreme
x		4	5	sēcrētus, -a, -um	separated, apart, secret
x		4	5	prīvātus, -a, -um	apart, personal, private
xx		4	5	pūblicus, -a, -um	public (i.e. belonging to the state); public in general
xx				rēs pūblica, reī pūblicae, f.	republic, state, commonwealth
xx		4	5	commūnis, -e	common, general; (lit.) having common tasks
xx		4	5	proprius, -a, -um	one's own; peculiar, etc. (in many senses)
x		4	6	aeternus, -a, -um	everlasting, eternal
xx		4	6	immortālis, -e	immortal
xx		4	6	perpetuus, -a, -um	unbroken, perpetual (both of material things and more commonly of time); (lit.) thorough seeking
x		4	6	vetus, -eris	old, of long standing (opp. to recens)
xx		4	6	vetustās, -ātis, f.	oldness, age; duration
xx		4	6	antīquus, -a, -um	ancient, old-time, former (opp. to novus)
xx		4	6	prīscus, -a, -um	old-time, ancient, primitive
xx		4	6	mātūrus, -a, -um	ripe, mature; early, speedy
x		4	6	novus, -a, -um	new
xx		4	6	recēns, -entis	fresh, new (opp. to vetus)
xx		4	6	praesēns, -entis	that is before one; in sight or at hand; present, in person
xx		4	6	assiduus, -a, -um	constant, frequent
x		4	6	celer, -eris, -ere	swift
xx		4	6	vēlōx, -ōcis	swift, fleet
xx		4	6	rapidus, -a, -um	swift, speedy (of fire, winds, rivers, etc.); (lit.) tearing
xx		4	6	citus, -a, -um	stirred up; swift
x		4	6	tardus, -a, -um	slow, sluggish, lingering
x		4	7	bonus, -a, -um	good
xx		4	7	bene	(adv.) well
xx		4	7	benīgnus, -a, -um	kind, friendly
xx		4	7	melior, -ius	better
xx		4	7	optimus, -a, -um	best
x		4	7	pius, -a, -um	dutiful, devoted (in many senses as just, filial, pious, kind, etc.)
xx		4	7	pietās, -ātis, f.	sense of duty, devotion, esp. between parents and children
xx		4	7	impius, -a, -um	impious
x		4	7	fortis, -e	brave, valiant
x		4	7	nōbilis, -e	distinguished, noble; (lit.) knowable
x		4	7	līber, -era, -erum	free
xx		4	7	līberālis, -e	pertaining to a freeman; noble, generous
xx		4	7	līberō, -āre, -āvī, -ātum	to make free, free, liberate
xx		4	7	lībertās, -ātis, f.	freedom, liberty
xx	d.	4	7	liber, -brī, m.	(reg.) book; (lit.) inner bark
xx		4	7	libellus, -ī, m.	booklet
x		4	7	sapiēns, -entis	wise, sensible
xx		4	7	sapientia, -ae, f.	good sense; wisdom
xx		4	7	sānus, -a, -um	sound of health, sane
x		4	7	nōtus, -a, -um	(in a good sense) known; (in a bad sense) notorious
xx		4	7	notō, -āre, -āvī, notātum	to note, mark out, watch, notice
xx		4	7	īgnōtus, -a, -um	unknown
xx		4	7	clārus, -a, -um	clear, bright; brilliant, distinguished, famous, etc.
xx		4	7	praecipuus, -a, -um	special, particular, excellent; (lit.) taken first
xx		4	7	īnsīgnis, -e	marked, distinguished, conspicuous (both lit. and fig.)
x		4	7	dīgnus, -a, -um	worthy
xx		4	7	dīgnitās, -ātis, f.	worth, rank, reputation, esteem, etc.
xx		4	7	dīgnor, -ārī, -ātus sum	to deem worthy of, deign
xx		4	7	indīgnus, -a, -um	unworthy
x		4	7	vērus, -a, -um	true
xx		4	7	vērō	(adv.) in truth, but
x		4	7	fēlīx, -īcis	lucky
xx		4	7	īnfēlīx, -īcis	unlucky
xx		4	7	beātus, -a, -um	happy, prosperous, blessed, fortunate
xx		4	7	laetus, -a, -um	glad, joyful (used fig. of animals, countries, etc.)
xx		4	7	serēnus, -a, -um	clear, calm, fair (esp. of weather)
xx		4	7	contentus, -a, -um	contented, satisfied, content
x		4	7	prosper[prosperus], -era, -erum	favorable, auspicious
// DN
xx		4	7	dīves, -itis (gen. pl. -um)	rich
xx		4	7	dīvitiae, -ārum, f. (pl.)	riches
xx		4	7	dīs, dītis	rich (classic only superlative)
xx		4	7	ūber, -eris	rich, fertile, fruitful; (as noun) teat, udder, breast; fertility
x		4	7	dulcis, -e	sweet (in lit. and fig. senses)
xx		4	7	suāvis, -e	sweet, pleasant, agreeable, grateful, delightful
xx		4	7	blandus, -a, -um	alluring, charming
xx		4	7	cārus, -a, -um	dear
xx		4	7	iūcundus, -a, -um	pleasant, agreeable
xx		4	7	commodus, -a, -um	with due measure; suitable, convenient, comfortable
x		4	7	pūrus, -a, -um	clean, pure (both lit. and fig.)
xx		4	7	merus, -a, -um	pure, unmixed
xx		4	7	integer, -gra, -grum	untouched; fresh, complete
xx		4	7	castus, -a, -um	pure, spotless
x		4	7	sacer, -cra, -crum	holy, consecrate; accursed; (lit.) set apart
xx		4	7	sacerdōs, -ōtis, mf.	priest, priestess
xx		4	7	sānctus, -a, -um	sacred, inviolable
xx		4	7	sollemnis, -e	(lit.) coming at the completion of a year, annual, stated; ceremonial, solemn, etc.
xx		4	7	fēstus, -a, -um	festive, festal
x		4	8	malus, -a, -um	evil
xx		4	8	vīlis, -e	cheap, worthless; base
xx		4	8	foedus, -a, -um	foul
xx		4	8	turpis, -e	ugly, unsightly; disgraceful, foul, etc.
xx		4	8	improbus, -a, -um	not good, wicked, depraved, rascally, etc. (opp. of bonus)
x		4	8	crūdēlis, -e	cruel, pitiless, ruthless
xx		4	8	ferus, -a, -um	wild, fierce
xx	d.	4	8	ferē	almost (reg. follows its word)
xx		4	8	saevus, -a, -um	fierce, raging, wrathful (in many lit. and fig. senses)
xx		4	8	dīrus, -a, -um	fearful, awful, portentous, dire
xx		4	8	sevērus, -a, -um	stern, strict; inflexible; fatal
xx		4	8	asper, -era, -erum	rough; (fig.) harsh, bitter
xx		4	8	dūrus, -a, -um	hard, tough, harsh
xx		4	8	vāstus, -a, -um	empty, void, waste, wild, etc.
x		4	8	miser, -era, -erum	wretched, miserable
xx		4	8	miseror, -ārī, -ātus sum	to pity, take pity on, commiserate
xx		4	8	trīstis, -e	sad, solemn, serious (in var. fig. meanings)
xx		4	8	anxius, -a, -um	anxious, troubled; (of action) that troubles, makes anxious; troublesome
xx		4	8	sollicitus, -a, -um	thoroughly moved/excited; troubled
x		4	8	aeger, -gra, -grum	sick (of both mental and physical ills)
xx		4	8	fessus, -a, -um	faint, weary, tired
xx		4	8	lassus, -a, -um	faint, wearied
x		4	8	caecus, -a, -um	blind, unseeing; aimless; (fig.) dark, obscure (as paries, carcer)
xx		4	8	stultus, -a, -um	foolish, stupid
xx		4	8	rudis, -e	(lit.) unwrought, untilled, unformed, rough, raw, wild; (fig.) rude, unpolished, uncultivated, unskilled, awkward, clumsy
x		4	8	avidus, -a, -um	craving, eager for, longing for, ardent
xx		4	8	invītus, -a, -um	unwilling, reluctant
x		4	9	tālis, -e	such (in many usages; correl. with qualis)
xx		4	9	quālis, -e	(interr. and rel. adj. pron.) of what kind? (correl. of talis)
// MN
x		4	9	necesse (only used with esse) (indecl.)	(adj.) necessary
xx		4	9	necessitās, -ātis, f.	necessity, need
x		4	9	similis, -e	like, similar
x		4	9	simplex, -icis	simple, single
x		4	9	varius, -a, -um	diversified, changing, varied, various (in many senses)
x		4	9	aptus, -a, -um	(lit.) fitted to, joined to; fit
x		4	9	certus, -a, -um	fixed, settled, sure, certain
xx		4	9	incertus, -a, -um	uncertain
x		4	9	vehemēns, -entis	violent, impetuous, strong (Caesar uses adv. only; Cicero only the adj.)
x		4	9	frīgidus, -a, -um	cold (applied by Vergil also to such words as horror, mors, etc.)
xx		4	9	frīgus, -oris, n.	cold (also in Vergil of chill caused by fear, etc.)
x		5	1	ōlim	at that time; formerly; (rarely) hereafter
x		5	1	quondam	formerly, once upon a time
// MN
x		5	1	nūper (superl. nūperrimē)	recently, lately
x		5	1	simul	at once, together, at the same time (in prose often with atque in sense as soon as)
x		5	1	iam	at that time, at this time, now (of relative time opposed to nunc, the actual now); already
x		5	1	nunc	now
x		5	1	prōtinus[prōtenus]	at once, forthwith; (lit.) forward
x		5	1	statim	immediately, at once; (lit.) as one stands
x		5	1	subitō	suddenly, unexpectedly (s...)
x		5	1	repente	suddenly (r...)
x		5	1	mox	soon, presently
x		5	1	māne	early, in the morning
x		5	1	crās	tomorrow; (poet.) in the future
x		5	1	tandem	at last, finally; (in impatient questions) pray, pray tell me
x		5	1	dēnique	at length, finally; to sum up, in  word; (not uncommon with tum or nunc)
x		5	1	numquam	never
xx		5	1	umquam[unquam]	ever, at any time (usually with neg. as stronger than numquam, or after conditional particle)
x		5	1	quotiēns[quotiēs]	(interr. rel. num. adv.) how many times? (correl. of totiens)
x		5	1	semel	(multipl. num.) once
x		5	1	iterum	again, for the second time
x		5	1	rūrsus[rūrsum]	back, again; (lit.) turned back
x		5	1	bis	(mult. num.) twice
x		5	1	saepe	often
x		5	1	diū	long, for a long time (of time opp. to longe of space)
x		5	1	semper	always, ever
x		5	1	ūsque	all the way, up to (reg. followed, sometimes preceded by ad or in with acc.)
x		5	1	interim	meanwhile; (lit.) there between (...-m)
xx		5	1	intereā	meanwhile; (lit.) there between (...-a)
xx		5	1	interdum	meanwhile
x		5	1	quandō	(interr. adv.) when?; (indef. adv. after si, ne, etc.) at some time, at any time
xx		5	1	aliquandō	at some time, at length; (lit.) some when
x		5	1	tum	then (opp. to nunc); (esp. with demum or denique) finally; (with iam) already
xx		5	1	tunc	then (opp. to nunc; Vergil uses it for tum before vowels; in prose rare)
x		5	2	hīc	here
xx		5	2	hinc	hence
xx		5	2	hūc	hither
xx		5	2	adhūc	up to this (present), thus far 
x		5	2	ibī[ibi]	there
xx		5	2	ibīdem[ibidem]	in the same place
x		5	2	illīc	there
xx		5	2	illūc	thither
x		5	2	inde	thence (both of time and space)
xx		5	2	deinde	thereupon, then; next in order, furthermore
x		5	2	penitus	inwardly, deeply, far within; thoroughly, utterly
x		5	2	forīs	without, abroad
x		5	2	passim	here and there
x		5	2	procul	at a distance, afar, from a distance
x		5	2	ubī[ubi]	(interr. rel. adv.) where (sometimes strengthened by nam); (temporal conj.) as soon as (sometimes strengthened by primum)
x		5	2	quō	to/in which place, whither, where
x		5	2	unde	(interr. rel. adv.) whence
xx		5	2	undique	from all sides, on all sides; (lit.) whencesoever
x		5	3	cūr	(interr. adv.) why?
xx		5	3	quārē[quā rē]	(interr.) from what cause? why?; (rel.) by which means, whereby; wherefore, why
x		5	3	ergō	(conj.) therefore (often with question quid?); (prep. with gen.) on account of
xx		5	3	igitur	(conj.) accordingly, consequently, therefore
xx		5	3	ideō	on that account, for this end
x		5	3	sīc	in such a manner, so (referring to what precedes or follows)
xx		5	3	sīcut[sīcutī]	just as
x		5	3	ita	so (referring to what precedes or follows)
xx		5	3	itaque	and so, therefore (reg. at beginning of sentence)
xx		5	3	item	likewise; (lit.) in that way
x		5	3	tam	(demonst. adv. of degree) so
xx		5	3	tamquam	so as, just as
x		5	3	quam	(interr. and rel. adv.) how? as; (after comparative) than; (with superl.) as--possible
xx		5	3	quamvīs	however you like, although
x		5	3	satis (indecl.)	(adv. and adj.) enough, sufficient
x		5	3	nimis	(adv.) too, too much
xx		5	3	nimius, -a, -um	(adj.) too much, excessive
x		5	3	plērumque	for the most part, generally
x		5	3	frūstrā	in vain
x		5	4	nōn	not; (~ dum) not yet; (~ iam) no longer
xx		5	4	haud	not (reg. with single word, esp. in phrases like ~ scio and in litotes)
xx		5	4	nōndum	not yet
x		5	4	nēve[neu]	and not, nor
xx		5	4	nēve ... nēve[neu ... neu]	neither...nor
x		5	4	forsitan	perhaps, perchance
x		5	4	paene	almost
xx		5	4	ferē	almost (regl. follows its word)
xx	d.	5	4	ferus, -a, -um	wild, fierce
x		5	4	vix	hardly, scarcely, barely; (sometimes with dum) hardly yet
x		5	4	modo	(adv.) in a measure, in a (limited) manner; only, but (of manner); just, just now (of time)
x		5	4	saltem	at any rate, at least
x		5	4	īmmō	nay, on the contrary; (often with vero) truly
x		5	4	tamen	(disjunctive conj.) still, nevertheless, notwithstanding
x		6	1	ecce	lo! behold!
x		6	1	heu[ēheu or eheu]	alas!
x		6	1	iō	(expressing joy) ho! hurrah!; (expressing pain or grief) Oh! ah!; (calling attention) see, look, mark, behold
x		6	1	ō	oh! ah!
x		6	1	scīlicet	one may know; certainly, of course, forsooth (often ironical)
x		6	1	quippe	indeed, surely; (sometimes ironically) to be sure, indeed, forsooth
x		7	1	et	(co-ordinating conj.) and
xx		7	1	-que	(enclitic cop. conj.) and (reg. connects ideas that belong together)
x		7	1	etiam	(lit.) and already; also, even
x		7	1	quoque	also, too
x		7	1	atque[ac]	(copulative conj.) and in addition, and also, and; (after comparatives) than; (simul ~) as soon as
x		7	1	at	(advers. conj.) but, but yet (esp. in rejoinders and apodoses)
x		7	1	sed	(advers. conj.) but
x		7	1	aut	(disjunct. conj.) or (excluding alternative)
x		7	1	autem	(advers. conj.) moreover, but, however (always postpositive)
x		7	1	vel	or (implying choice); even
xx				vel ... vel	whether...or
xx		7	1	-ve	or (enclitic and reg. appended to first word in a clause)
xx		7	1	velut[velutī]	even as, like as, just as
x		7	1	nam[namque as a stronger variant]	(causal conj.) for; (also particle appended to inter. words) indeed, really
x		7	1	enim	(postpositive conj.) for, verily, you see
x		7	1	quidem	(enclitic adv.) certainly, at least
// QUOD
xx	d.	7	1	quīdam, quaedam, quiddam (subst., quoddam, adj.)	(indef. pron.) a certain one, some one
x		7	1	an	or (introducing second part of disjunctive question, after utrum or -ne; occasionally it seems to be used as a simple interrogative particle (e.g. Vergil)
x		7	1	nec[neque]	and not, nor, neither
x		7	1	nē	(neg. final particle) lest, that not; (with verbs of fear) lest
xx		7	1	-ne	enclitic interrog. particle, asking for information
x		7	1	ut[utī]	(interr. rel. adv.) how (not in Caesar); (comp.) like, as; (often with correlatives as ita, sic) so; (temporal) as soon as (sometimes strengthened by primum); (final) in order that; (consecutive or result) so as to, so that
xx		7	1	utinam	would that, O that (introducing wishes in the subj.); (lit.) how that
x		7	1	cum	(conj.) as (soon as) with indic. perf. (rarely hist. pres. or pluperf.); when (of time, with any tense of indic.; of circumstance, with imperf. or pluperf. subj.; (of cause) as, since (with subj.); (of concession) although (with subj.)
x		7	1	dum	(conj.) while (with indic.); until (with subj.); provided that (with subj., often supported by modo)
x		7	1	dōnec	until
x		7	1	quoniam	(conj.) since, whereas (with indic.)
x		7	1	quia	(conj.) because (with the indic. of the evident reason)
x		7	1	quod	(conj. in causal sentences) because; (in object or substantive sentences) the fact that, as for the fact that, that
x		7	1	quamquam	however, although (with indic.)
x		7	1	sī	if
xx		7	1	sīve[seu]	if (alternate condition)
xx				sīve ... sīve	whether...or
xx		7	1	quasi	as if
xx		7	1	nisī[nisi]	(lit.) not if; if not; (after a neg.) unless, except; si is sometimes added
xx		7	1	etsī	even if, although (with indic.)
x		7	1	quīn	nay indeed (esp. with etiam); (conj. with subj.) but that (after verbs of preventing, etc., if neg. or interr.); (lit.) why not? (interr. or rel.) 
x		8	1	ante	(adv. of space and time); before (often with abl. of measure); (prep. with acc.) before (of space or time)
xx		8	1	anteā	(adv.) before that, previously, hitherto
x		8	1	prae	(prep. with abl.) (lit.) in front of; in comparison with; (with neg.) by reason of (preventing cause); (in composition with adj. and adv.) very
xx		8	1	praeter	(prep. with acc.) by, along, past; (fig.) besides, except, contrary to
xx		8	1	praetereā	besides, moreover
x		8	1	prō	(prep. with abl.) (lit.) in front of (i.e. with back to; rare except in military phrases); in behalf of; in proportion to
xx		8	1	prope	(adv.) near; (fig.) nearly, almost
xx		8	1	proximus, -a, -um	nearest
xx		8	1	propinquus, -a, -um	(lit.) near, close; (fig.) near, relative, kinsman
x		8	1	propter	(prep. with acc.) on account of; (adv., very rare) near
xx		8	1	ob	(prep. with acc.) (lit.) against, facing; (but reg.) on account of; in classical prose only in phrases with rem, causam, etc., otherwise propter
x		8	1	ad	(prep. with acc.) (of motion whither) to, up to; (of direction) towards; (of respect) for, with regard to; (of manner) after, according to; (of place) at; (of time) at; (with numberals) about; (of purpose) for
x		8	1	in	(prep. with acc. or abl.): (with acc. of place whither) into the midst of; (with abl. of place where) in, on
xx		8	1	in-	un- (negative prefix used with adj., adv., and participles); very (intensive prefix) 
x		8	1	inter	(prep. with acc.) between (of place where); (of time) during
x		8	1	apud	(prep. with acc.) near (of place); (reg. of persons) in the presence of
x		8	1	circum	(adv. and prep. with acc.) around, around about, in the neighborhood of, near
xx		8	1	circā	(adv. and prep. with acc.) around, round about
x		8	1	contrā	(adv. and prep. with acc.) against, opposite
x		8	1	super	(adv. and prep. with acc. and abl.) over, upon; concerning, for de; (adv.) moreover
xx		8	1	suprā	(adv. and prep. with acc.) above, beyond (of place and time)
xx		8	1	superior, -ius	(of place) higher, upper; (fig.) former, past, previous, preceding; (of quality, condition, number) higher, more distinguished, greater, superior
xx		8	1	suprēmus, -a, -um	highest, loftiest, topmost; last, final, etc.
xx		8	1	superō, -āre, -āvī, -ātum	to overcome, surpass, defeat
xx		8	1	superbus, -a, -um	overbearing; proud, haughty, etc.
x		8	1	sub	(prep. with acc. or abl.) under, close to (of place); (with acc.) towards (of time)
xx		8	1	īnfrā	(adv. and prep. with acc.) below
x		8	1	per	(prep. with acc.) through (of space, time, cause, instrument, manner); (also adv. in composition with adverbs and adjectives) very
x		8	1	extrā	(prep. with acc.) outside of, beyond
x		8	1	sine	(prep. with abl.) without (esp. in neg. phrases instead of cum)
x		8	1	ā[ab]	(prep. with abl.) (of place whence) from; so in phrases as ~ tergo, from (on) the rear, etc.; (of cause) from; (of agent) by; (of remote origin) from; (of time) from
x		8	1	dē	(prep. with abl.) (of place) down from, from (esp. with compounds of de and ex); (of source and origin) from; (of object) concerning; of the whole from which a part is taken
x		8	1	ultrā	(adv. and prep. with acc.) beyond
xx		8	1	ulterior, -ius	more, beyond, farther
xx		8	1	ultimus, -a, -um	farthest (of space, time, quality, etc.)
x		8	1	ē[ex]	(prep. with abl.) (of place) out of, from; (of origin) from; (of reference) according to
x		8	1	post	(adv. and prep. with acc.) after (both of place and more often time)
xx		8	1	posteā	thereafter, afterwards (sometimes followed by -quam)
xx		8	1	postquam	(conj.) after
xx		8	1	posterus, -a, -um	next, later, subsequent
xx		8	1	postrēmus, -a, -um	hindmost, the last; end or last part of any thing; (fig.) the last, lowest, basest, meanest, worst
x		8	1	con-[com-]	(prefix) together
x		8	1	dis-	(prefix) apart, not
x		8	1	re-[red-]	(prefix) back, again
x		8	1	trāns-[trā-]	(prefix) across
